sentence_id,תיאור,title,sentence_text,query number,tagger,status,label,label2,start_ind,end_ind,mental_state,clean_sentence
1646536,"חדה , ברורה ו עקבית , לאורך כל חקירה של היא",ME-10-07-21310-4,"למעלה מ כך , גרסת ה מתלוננת ב עניין זה , הייתה חדה , ברורה ו עקבית , לאורך כל חקירה של היא ו אף ב עדות של היא ב פנין של הוא , ו התנגדות של היא ל מעשי ה נאשם ב היא , החל מ ה מגע ה ראשוני , הוכחה ב פנין של הוא .",7,carmit,not annotated
419985,נוספת,m98000923-197,"כלומר , ה גירסה ש סיפרה מיקה כאילו נמסרה מ פי ה מתלוננת , איננה יכולה להחשב ל ה גירסה נוספת של ה מתלוננת , כפי ש ה סניגור ייחס ל היא שוב ו שוב ב סיכום של הוא , שכן אין זו גירסה של היא של ה מתלוננת , אלא גירסה "" משופצת "" , אם תרצה "" מנופחת "" , של מיקה .",5,carmit,not annotated
70350,מהימנה,ME-12-09-33735-44,עדות של היא של ה מתלוננת מהימנה ו יש להעדיף את היא על פני עדות של הוא של ה נאשם .,1,carmit,not annotated
146293,אמינה על אני,s021336a,גירסה של הוא של ה מתלונן היתה אמינה על אני ו נמצאו ל היא ראיות מסייעות ו מחזקות .,5,carmit,not annotated
1561688,אחרת,m06003042-275,"ל ה עניין גביית עדות קטינה על ידי חוקרת ילדים ו ה אפשרות כי תשמש ראיית סיוע עדות קטינה אחרת אשר אף היא נגבתה בידי חוקרת ילדים , אפנה ל נאמר ב :",7,carmit,not annotated
350974,יחידה,ME-09-1010-27,"נוכח סיטואציה ראייתית זו מתבקשת ה מסקנה , כי לא די ב עדות של היא ה יחידה של ה מתלוננת , לבדה , כדי לבסס הרשעה ו נדרשת מידה מסוימת של חיזוק חיצוני כדי לאששה .",5,carmit,not annotated
1754198,ראשית,ME-13-05-3045-11,"ליבת גירסה של היא של ה מתלוננת ב עדות של היא ה ראשית לגבי מה ש עשה ל היא ה נאשם , לא עורערה ב בית ה משפט ב חקירה של היא ה נגדית , ו נותרה עקבית ל עדות של היא ה ראשית : 39 .",13,carmit,not annotated
1081026,יחידה,s002412,גם אילו לא היו ראיות סיוע אלה בפני הייתי מסתפקת ב עדות של היא ה יחידה של ה מתלוננת ו קובעת את אחריות של הוא של ה נאשם .,5,carmit,not annotated
389187,מפורטת,ME-13-07-36795-33,"אכן , ב הודעה של היא ב ה משטרה מסרה ה מתלוננת גרסה מפורטת יותר , אך ה פרטים ש נמסרו ב גרסה זו אינם מהווים את ליבת ה אירועים ה מבססים את ה עבירות ב הן הורשע ה מערער , אלא רק את ה מסגרת ש מסביב .",8,carmit,not annotated
637094,יותר מהימן,s97002328-10,"זאת ו עוד , חרף התרשמות של הוא ה חיובית של חוקר ה נוער מעדות של היא של ה ילד לפני הוא , עדות של היא של ה מתלוננת לפני , לא הותירה על אני רושם יותר מהימן מאשר הותירה על אני עדות של הוא של ה נאשם לפני .",9,carmit,not annotated
1583972,טענה של הוא כאילו אין גירסה של היא של ה מתלוננת מהימנה,s015210,"ל טענה של הוא כאילו אין גירסה של היא של ה מתלוננת מהימנה משום ש לא הרימה קול צעקה , או משום ש לא התקשרה מיד ל ה משטרה לאו טענה היא ב נסיבות .",1,carmit,not annotated
859101,איננה אפשרית,m04001224-418,"גרסה של היא של ה מתלוננת ב כל ה נוגע ל הסרת ה מכנסיים איננה מתקבלת על ה דעת ו איננה אפשרית , ו ה השערה ש אם היתה ממציאה את דבר של היא , היתה טורחת להמציא סיטואציה פשוטה יותר , אינה יכולה לבוא תחת ה סיטואציה ה בלתי אפשרית ש תוארה ו אינה יכולה להוסיף ל דבר של היא של ה מתלוננת הגיון או נופך של אמת .",1,carmit,not annotated
12597,יחידה,ME-12-07-40109-11,""" מ לשון ה סעיף עולה כי בית - ה משפט רש'י להסתמך על עדות יחידה של מתלוננת , ו בלבד ש יפרט מה הניע את הוא להסתפק ב עדות זו .",5,carmit,not annotated
687212,מפלילה,m03001032,ענין נוסף ש מקשה על אימוץ גרסה של היא ה מפלילה של ה מתלוננת הוא משך ש הייתם ה משותפת של ה שניים ב דירת ה נאשם .,5,carmit,not annotated
1183363,אמין,SH-10-09-24576-950,"כאמור , הותירה ב אני ה מתלוננת רושם אמין ביותר , ו אין ל אני כל ספק כי אכן חוותה את ה אירועים ש תיארה על בשרה .",17,carmit,not annotated
63967,אמינה,s00011239-243,"מה גם , ש כאמור , עדות של היא ה אמינה של ה מתלוננת גם לגבי נגיעת ה נאשם ב עכוזה , די ב היא גם ל ענין זה .",5,carmit,not annotated
227729,בסיסית,SH-08-2974-556,"לפיכך , מ סקנתי היא ש על אף ש אני נוטה ליתן אמון ב גרסה של היא ה בסיסית של ה מתלוננת לפי היא ה נאשם אכן נישק את היא על ש פתיה ו ליטף את גב של היא , הרי ש לא שוכנעתי כי ניתן לקבוע את ה מסקנה ה אמורה מעבר ל ה ספק סביר .",5,carmit,not annotated
500387,יחידה,SH-10-10-18706-362,"על מנת לקבוע מה משקל של הוא של מחדל ה חקירה של אי גביית הודעה / הודעות מ חבר של היא של ה מתלוננת ו האם יש ב הוא כדי להטות את ה כף לעבר זיכוי של הוא של ה נאשם מחמת ה ספק , כעתירת ב את כוח של הוא , אשוב על מ סקנותיי לגבי מהימנות גרסאות ה מתלוננת מ זה ו ה נאשם מ זה , כש אני מזהירה עצמי כי ראיות ה תביעה מבוססות על עדות של היא ה יחידה של ה מתלוננת .",5,carmit,not annotated
513104,מהימנה על אנחנו מ ה סיבות ש פורטו לעיל,ME-06-1036-45,"עדות ה נאשם עדות של היא של ה מתלוננת היתה מהימנה על אנחנו מ ה סיבות ש פורטו לעיל , ו אנו מעדיפים את היא על פני עדות ה נאשם , אשר לא הרשימה את אנחנו ב כנות של היא ו אמינות של היא , ו אנו מטילים ב היא ספק .",5,carmit,not annotated
301722,אמינות,SH-10-11-13054-33,"ב אופן כללי , מצאתי את עדות של הן של כל ה מתלוננות אמינות .",1,carmit,not annotated
1327479,אמת,M-NoPub-ZB-8-238-L,"כ שני עמית של אני אף אני ראיתי ו שמעה של אני את עדות של הם של ה מתלוננת מחד ו של ה נאשם מאידך ו נוטה אני ל דעה של היא ש ל חכבל ה שופטת סוקולוב כי עדות ה מתלוננת עדות אמת היא , בעוד ש עדות ה נאשם הינה שקרית ו בלתי מתקבלת על ה דעת .",21,carmit,not annotated
1137465,אחרת,s99001132-160,"זאת ו עוד , אם אמרה ה מתלוננת , ש עם בוא של הוא של ה נאשם פתחה היא קצת ה דלת ו נאמר ל הוא לחכות רגע , הרי ש מצי אנחנו כי ה מתלוננת סיפרה ל ניסים גירסה אחרת לפי היא מייד עם ה יכנסו של ה נאשם , החל להתעסק עם היא ( ראה עדות ניסים חנ/ 3 , עמ' 1 סיפא ו עמקצ2 רישא ) .",8,carmit,not annotated
458272,טענה של הוא גרסת ה מתלונן ל אירוע זה שקרית,m07001116-174,ל טענה של הוא גרסת ה מתלונן ל אירוע זה שקרית .,3,carmit,not annotated
702748,חיובי,SH-15-10-46643-55,"כפי ש ציינתי , ה מתלונן הותיר רושם חיובי מ ראשית עדות של הוא .",17,carmit,not annotated
1673248,קטן,ME-12-08-3491-22,""" ה ריני סבור כי ב ה שאלה אם לקבל כ ה ראיה את חוות דעה של הוא ו עדות של הוא של חוקר ילדים , אודות מתלונן קטן ה מעיד ב משפט , מוטל על בית ה משפט להכריע תוך התחשבות ב מטרת ה גשתן של ה ראיות ו על רקע נסיבה של הוא ה עובדתיות של ה מקרה ה נתון .",4,carmit,not annotated
753799,אמינה,m03001164,חיזוקים ל עדות של היא ה אמינה של ה מתלוננת מצאתי ב ראיות ה נוספות ש הובאו ב פנין של הוא .,5,carmit,not annotated
1639835,מהימנה,ME-11-06-51536-78,"על כן : עדות של היא ה מהימנה של ה מתלוננת חוזקה איפוא ב עדות ה נאשם דלעיל היא , ל כל ה פחות כ ראשית הודייה .",5,carmit,not annotated
1943719,יחידה,ME-12-06-24991-111,"בנוסף חשוב להזכיר כי כיום ניתן לבסס הרשעה על עדות של הוא ה יחידה של מתלונן ב ה עבירות מין , גם מבלי ש נמצא חיזוק ו אפנה ב ענין זה ל פסק דין של הוא של ה שופט א' א' לוי :",5,carmit,not annotated
854392,אמין,ME-19-07-69765-55,"גם עדות של הוא של ה מתלונן ב פנין של הוא , הותירה רושם אמין .",9,carmit,not annotated
107143,אמת,ME-10-04-32059-862,"לעומת זאת סבורני , כי גרסה של היא של א' , ו לו ב מתכון של היא ה מצמצמת , היא גרסת אמת .",21,carmit,not annotated
652173,יחידה,s04002949-420,הייתי מגיעה ל אותה קביע של היא גם על פי עדות של היא ה יחידה של ה מתלוננת .,5,carmit,not annotated
540733,מוקדמת,s05003256-194,"הסדר ה טיעון ב חלק של הוא ה ראשון , ייתר את שמיעת עדות של היא ה מוקדמת של ה מתלוננת ב ענין ה אישום ה ראשון , ו ב חלק של הוא ה שני - את שמיעת עדות ה מתלוננת ב נוגע ל אישום ה שני .",5,carmit,not annotated
664005,"טענה של היא , עדות של היא של ה מתלוננת היתה עקבית",m07001017,"ל טענה של היא , עדות של היא של ה מתלוננת היתה עקבית ו מ הימנה , ו תאמה את ה גרסה ש מסרה ב ה משטרה , ו ב התבסס על היא יש לקבוע כי ה נאשם ביצע ב היא את ה מעשים ה מיניים ה מיוחסים ל הוא , מ אז היתה ה מתלוננת כ בת 13 , ו זאת ללא הסכמה של היא .",5,carmit,not annotated
103714,סותרות,m00000935-103,"ה מתלוננת מסרה ב ה משטרה ו ב עדות של היא ב בית ה משפט שתי גרסאות סותרות , ה אחת ה מפלילה את ה נאשם , ו ה אחרת - ש חוזרת ב היא מ גרסת ה הפללה .",8,carmit,not annotated
125369,מהימנות,ME-11-06-33989-11,"ל זה יש להוסיף , כי עדויות ה מתלוננות היו מהימנות ב עין של אני .",7,carmit,not annotated
48335,שונות,s02005082-239,"ב""כ ה נאשם ב ה סיכומיה טוענת כי מ חומר ה ראיות עולה כי ה מתלוננת מסרה גירסאות שונות ב פרטים עובדתיים מהותיים רבים .",8,carmit,not annotated
446873,מנוגדות,m05000838-507,מ כאן ו אילך קיימות גירסאות מנוגדות של ה מתלוננת ו של ה נאשם ל ה אשר אירע ב חדר ה טיפולים .,5,carmit,not annotated
213601,חיובי,s04004944-197,"אין ספק כי ה מתלוננת , אשר הותירה ב עין של אני רושם חיובי , נלחצה מ ה מעמד , ה מקום , ה מסתוריות ה שקט ו ה מתח ש שרר ב ה מקום .",17,carmit,not annotated
484089,ראשוני,SH-13-02-47-54,"נקודת ה מוצא הינה כי אין ב ה חומר ה ראיות הקלטה של ה דיווח ש נמסר ב ה גל ה קשר ל ניידות ה סיור , לאחר ש ה מתלוננת מסרה תיאור ראשוני של מבצע ה עבירות ל ה שוטר בן - נתן ב סמוך לאחר ה אירוע .",8,carmit,not annotated
466417,מהימנה על אני,m00000232-320,כאמור עדות של היא של ה מתלוננת היתה מהימנה על אני .,5,carmit,not annotated
102346,אינה מהימנה,ME-08-1047-463,"אומר כבר עתה ו מיד , כי מ כל ה סיבות ו הטעמים ש יפורטו ל הלן , מצאתי כי גרסת ה מתלוננת אינה מהימנה דיה ו אין ב היא לבדה ו אף לא ביחד עם יתר ה ראיות כדי להוכיח אשמה של הוא של ה נאשם מעבר ל כל ספק סביר , כ נדרש לשם הרשעה ב פלילים .",3,carmit,not annotated
289619,אמינה,SH-08-1069-752,"אינני נותן אמון ב עדות של הוא ה מגמתית של ה נאשם , ו יש להעדיף , ב אופן ברור את עדות של היא ה אמינה ו ה עקבית של ה מתלוננת .",5,carmit,not annotated
906519,אמין,ME-11-02-34952-76,ה מתלוננת עשתה על אני רושם אמין .,17,carmit,not annotated
891808,אחרות,s05001930-158,גם עדות זו שונה ב תכלית מגירסה של היא של מתלוננת 2 ו מכל ה גירסאות ה אחרות .,5,carmit,not annotated
13215,"אפשריים ו לא הגיוניים ( בשל גודל חדר ה שירותים ו ה מקלחת , ו ה חלונות ה רבים ה צופים על חדר ה מדרגות )",ME-12-07-40109-11,"ל צורך הוכחת טענה של הוא כי תיאורי ה מתלוננת בלתי אפשריים ו לא הגיוניים ( בשל גודל חדר ה שירותים ו ה מקלחת , ו ה חלונות ה רבים ה צופים על חדר ה מדרגות ) , הציג , כאמור , את תמונות ה מקומות ( תמונות 7 - 22 , נ / 15 ; עמ' 139 - 142 ל ה פרוטל ) .",3,carmit,not annotated
376214,מהימנה ב דרגת ה מהימנות ה גבוהה,m014018,"כאמור , חוקרת ה ילדים מצאה כי עדות ה ילדה מהימנה ב דרגת ה מהימנות ה גבוהה ביותר : ב "" "" אני מתרשמת ב רמת מהימנות גבוהה מעדות של היא של [ ה ילדה ] .",3,carmit,not annotated
911897,שונות,ME-09-1063-277,"באשר ל מודעות ל ה גילה של ה מתלוננת ב הקשר של הוא של מעשה זה , מאחר ו מדובר ב מגע ה מיני ה ראשון בין ה שניים לאחר היכרות של הם בין שבועיים ל חודשיים על פי גרסא של הם ה שונות של ה נאשם ו ה מתלוננת , הרי ה קביעה באשר ל מודעות של הוא באשר ל יתר עבירות ה בעילה ב הסכמה , חלה גם כאן .",5,carmit,not annotated
29388,מוצקים,m08001016,"יתרה מ כך , עדות של היא של ה מתלוננת מושתתת על אדנים מוצקים , בדמות עדות של הם של יתר עדי ה תביעה , אשר מבססים את עדות של היא ו מחזקים את היא .",11,carmit,not annotated
584759,ראשונה,SH-09-4143-158,"מ כאן , כי גרסה של היא לפי היא סיפרה ל חברה של היא ה שוטרת לא עמדה אולי לפני ה חוקרת , עם זאת , כאמור לעיל , ב גרסה של היא ה ראשונה של ה מתלוננת , ב תרשומת ה ראיון עם ה גבק עזריאל , נכתב ב יחס ל אירוע ה אמור ב אישום ה ראשון : "" מ... מספרת ב אותו ערב ל ה חברה נוספת ש היא שוטרת "" .",5,carmit,not annotated
